borehole_id,depth_m,lithology,spt_n,moisture,color,x_coord,y_coord,relative_depth,spt_rolling_mean,distance_from_origin
DEMO_SITE_BH001,0.0,CLAY,7,10.265299223197331,GRAY,0,0,0.0,7.0,0.0
DEMO_SITE_BH001,1.5,CLAY,8,28.844035113697053,GRAY,0,0,0.052631577100646414,7.5,0.0
DEMO_SITE_BH001,3.0,SILT,17,21.265764356910786,YELLOW,0,0,0.10526315420129283,10.666666666666666,0.0
DEMO_SITE_BH001,4.5,SAND,16,17.708330050798324,GRAY,0,0,0.15789473130193923,13.666666666666666,0.0
DEMO_SITE_BH001,6.0,SAND,20,10.319325044404284,RED,0,0,0.21052630840258565,17.666666666666668,0.0
DEMO_SITE_BH001,7.5,SAND,13,14.61787651244298,YELLOW,0,0,0.2631578855032321,16.333333333333332,0.0
DEMO_SITE_BH001,9.0,SILT,12,14.820509320520234,RED,0,0,0.31578946260387847,15.0,0.0
DEMO_SITE_BH001,10.5,GRAVEL,21,23.665270376509163,YELLOW,0,0,0.3684210397045249,15.333333333333334,0.0
DEMO_SITE_BH001,12.0,SAND,49,22.199933155652417,GRAY,0,0,0.4210526168051713,27.333333333333332,0.0
DEMO_SITE_BH001,13.5,GRAVEL,47,26.663898234723288,RED,0,0,0.47368419390581773,39.0,0.0
DEMO_SITE_BH001,15.0,GRAVEL,31,13.467293070155442,YELLOW,0,0,0.5263157710064642,42.333333333333336,0.0
DEMO_SITE_BH001,16.5,SAND,48,17.821212151464817,BROWN,0,0,0.5789473481071106,42.0,0.0
DEMO_SITE_BH001,18.0,SAND,36,13.644721755761246,GRAY,0,0,0.6315789252077569,38.333333333333336,0.0
DEMO_SITE_BH001,19.5,SAND,29,25.10722820635305,YELLOW,0,0,0.6842105023084034,37.666666666666664,0.0
DEMO_SITE_BH001,21.0,GRAVEL,57,18.503117489824895,BROWN,0,0,0.7368420794090498,40.666666666666664,0.0
DEMO_SITE_BH001,22.5,ROCK,96,14.158833257363776,YELLOW,0,0,0.7894736565096963,60.666666666666664,0.0
DEMO_SITE_BH001,24.0,ROCK,93,21.35400655639983,BROWN,0,0,0.8421052336103426,82.0,0.0
DEMO_SITE_BH001,25.5,ROCK,52,10.62626584911117,GRAY,0,0,0.8947368107109891,80.33333333333333,0.0
DEMO_SITE_BH001,27.0,ROCK,56,26.84569549189997,RED,0,0,0.9473683878116355,67.0,0.0
DEMO_SITE_BH001,28.5,GRAVEL,36,18.995082667395312,BROWN,0,0,0.9999999649122819,48.0,0.0
DEMO_SITE_BH002,0.0,CLAY,5,21.225543951389923,BROWN,100,0,0.0,5.0,100.0
DEMO_SITE_BH002,1.5,CLAY,4,25.41934359909122,GRAY,100,0,0.052631577100646414,4.5,100.0
DEMO_SITE_BH002,3.0,SILT,22,19.875911927287817,BROWN,100,0,0.10526315420129283,10.333333333333334,100.0
DEMO_SITE_BH002,4.5,SILT,24,20.45465658763988,BROWN,100,0,0.15789473130193923,16.666666666666668,100.0
DEMO_SITE_BH002,6.0,SILT,16,18.550820367170992,GRAY,100,0,0.21052630840258565,20.666666666666668,100.0
DEMO_SITE_BH002,7.5,SAND,10,10.508382534881903,YELLOW,100,0,0.2631578855032321,16.666666666666668,100.0
DEMO_SITE_BH002,9.0,SILT,20,12.157828539866088,YELLOW,100,0,0.31578946260387847,15.333333333333334,100.0
DEMO_SITE_BH002,10.5,GRAVEL,27,10.628583713734685,YELLOW,100,0,0.3684210397045249,19.0,100.0
DEMO_SITE_BH002,12.0,SAND,20,22.72820822527561,YELLOW,100,0,0.4210526168051713,22.333333333333332,100.0
DEMO_SITE_BH002,13.5,SAND,29,16.287119621526536,YELLOW,100,0,0.47368419390581773,25.333333333333332,100.0
DEMO_SITE_BH002,15.0,GRAVEL,28,20.171413823294056,GRAY,100,0,0.5263157710064642,25.666666666666668,100.0
DEMO_SITE_BH002,16.5,SAND,28,28.15132947852186,GRAY,100,0,0.5789473481071106,28.333333333333332,100.0
DEMO_SITE_BH002,18.0,SAND,21,14.9858445829775,RED,100,0,0.6315789252077569,25.666666666666668,100.0
DEMO_SITE_BH002,19.5,GRAVEL,42,18.207658460712594,YELLOW,100,0,0.6842105023084034,30.333333333333332,100.0
DEMO_SITE_BH002,21.0,ROCK,73,25.111022770860973,GRAY,100,0,0.7368420794090498,45.333333333333336,100.0
DEMO_SITE_BH002,22.5,ROCK,93,14.57596330983245,RED,100,0,0.7894736565096963,69.33333333333333,100.0
DEMO_SITE_BH002,24.0,ROCK,76,11.53959819657586,YELLOW,100,0,0.8421052336103426,80.66666666666667,100.0
DEMO_SITE_BH002,25.5,ROCK,84,15.795029058275361,BROWN,100,0,0.8947368107109891,84.33333333333333,100.0
DEMO_SITE_BH002,27.0,GRAVEL,43,13.224425745080088,RED,100,0,0.9473683878116355,67.66666666666667,100.0
DEMO_SITE_BH002,28.5,ROCK,54,28.59395304685146,GRAY,100,0,0.9999999649122819,60.333333333333336,100.0
DEMO_SITE_BH003,0.0,CLAY,4,29.713009082212015,YELLOW,200,0,0.0,4.0,200.0
DEMO_SITE_BH003,1.5,CLAY,4,14.841105430230009,RED,200,0,0.052631577100646414,4.0,200.0
DEMO_SITE_BH003,3.0,SILT,29,23.442710948117572,YELLOW,200,0,0.10526315420129283,12.333333333333334,200.0
DEMO_SITE_BH003,4.5,SAND,12,25.23239230657435,BROWN,200,0,0.15789473130193923,15.0,200.0
DEMO_SITE_BH003,6.0,SILT,17,14.752750879847994,BROWN,200,0,0.21052630840258565,19.333333333333332,200.0
DEMO_SITE_BH003,7.5,SAND,14,24.56432697223719,YELLOW,200,0,0.2631578855032321,14.333333333333334,200.0
DEMO_SITE_BH003,9.0,SAND,19,17.355662654385064,YELLOW,200,0,0.31578946260387847,16.666666666666668,200.0
DEMO_SITE_BH003,10.5,GRAVEL,34,22.64611661187159,RED,200,0,0.3684210397045249,22.333333333333332,200.0
DEMO_SITE_BH003,12.0,GRAVEL,43,22.670594215217896,GRAY,200,0,0.4210526168051713,32.0,200.0
DEMO_SITE_BH003,13.5,SAND,36,20.71549368149517,YELLOW,200,0,0.47368419390581773,37.666666666666664,200.0
DEMO_SITE_BH003,15.0,GRAVEL,45,11.805795401088165,BROWN,200,0,0.5263157710064642,41.333333333333336,200.0
DEMO_SITE_BH003,16.5,SAND,49,26.70604991178476,RED,200,0,0.5789473481071106,43.333333333333336,200.0
DEMO_SITE_BH003,18.0,SAND,22,16.415601299434716,YELLOW,200,0,0.6315789252077569,38.666666666666664,200.0
DEMO_SITE_BH003,19.5,GRAVEL,36,13.730370207997085,BROWN,200,0,0.6842105023084034,35.666666666666664,200.0
DEMO_SITE_BH003,21.0,ROCK,98,10.815502831095278,BROWN,200,0,0.7368420794090498,52.0,200.0
DEMO_SITE_BH003,22.5,ROCK,77,21.817858863764837,GRAY,200,0,0.7894736565096963,70.33333333333333,200.0
DEMO_SITE_BH003,24.0,GRAVEL,34,23.55128723684565,RED,200,0,0.8421052336103426,69.66666666666667,200.0
DEMO_SITE_BH003,25.5,ROCK,50,10.331756578557123,RED,200,0,0.8947368107109891,53.666666666666664,200.0
DEMO_SITE_BH003,27.0,ROCK,51,20.24186116598562,GRAY,200,0,0.9473683878116355,45.0,200.0
DEMO_SITE_BH003,28.5,ROCK,75,14.529915503958758,GRAY,200,0,0.9999999649122819,58.666666666666664,200.0
DEMO_SITE_BH004,0.0,CLAY,6,14.744981749936002,BROWN,300,0,0.0,6.0,300.0
DEMO_SITE_BH004,1.5,CLAY,7,16.507993963185356,YELLOW,300,0,0.052631577100646414,6.5,300.0
DEMO_SITE_BH004,3.0,SILT,25,24.92982810236048,RED,300,0,0.10526315420129283,12.666666666666666,300.0
DEMO_SITE_BH004,4.5,SAND,26,22.992657980944294,YELLOW,300,0,0.15789473130193923,19.333333333333332,300.0
DEMO_SITE_BH004,6.0,SILT,25,26.98446820988356,RED,300,0,0.21052630840258565,25.333333333333332,300.0
DEMO_SITE_BH004,7.5,SAND,14,23.15225784600687,YELLOW,300,0,0.2631578855032321,21.666666666666668,300.0
DEMO_SITE_BH004,9.0,SAND,18,21.36617206670943,BROWN,300,0,0.31578946260387847,19.0,300.0
DEMO_SITE_BH004,10.5,GRAVEL,38,11.87349535656185,YELLOW,300,0,0.3684210397045249,23.333333333333332,300.0
DEMO_SITE_BH004,12.0,SAND,22,17.35431606118867,BROWN,300,0,0.4210526168051713,26.0,300.0
DEMO_SITE_BH004,13.5,SAND,41,15.304047353634509,YELLOW,300,0,0.47368419390581773,33.666666666666664,300.0
DEMO_SITE_BH004,15.0,SAND,43,14.87979286758167,YELLOW,300,0,0.5263157710064642,35.333333333333336,300.0
DEMO_SITE_BH004,16.5,SAND,36,29.460211095048912,GRAY,300,0,0.5789473481071106,40.0,300.0
DEMO_SITE_BH004,18.0,GRAVEL,25,17.861954493335208,BROWN,300,0,0.6315789252077569,34.666666666666664,300.0
DEMO_SITE_BH004,19.5,SAND,49,27.840931103542268,GRAY,300,0,0.6842105023084034,36.666666666666664,300.0
